#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
     62        62       3       1671.38        997.59        638.79      0.98725      0.95876     0.3120     0.4400     0.3120
     62        62       4       1803.87        997.59        556.69      1.44962      1.45740     0.1640     0.2680     0.1640
     62        62       5       1842.57        997.59        482.97      1.66883      1.96846     0.1740     0.1380     0.1380
     62        62       6       1880.87        997.59        493.47      2.13260      2.04313     0.1040     0.0980     0.0980
     62        62       7       1894.95        997.59        455.10      2.58985      2.19657     0.0540     0.0820     0.0540
     62        62       8       1764.04        997.59        501.98      2.31611      2.22140     0.0980     0.0480     0.0480
     62        62       9       1657.05        997.59        471.73      2.53005      2.52452     0.0820     0.0420     0.0420
     62        62      10       1567.98        997.59        617.43      2.06456      1.90203     0.1840     0.1200     0.1200
     62        62      11       1536.77        997.59        710.79      2.59988      1.34848     0.0820     0.1680     0.0820
     62        62      12       1473.53        997.59        776.76      2.32874      0.93792     0.1280     0.3080     0.1280
     62        62      13       1427.94        997.59        790.70      2.14948      0.86844     0.2080     0.2980     0.2080
     63        63       3       2366.84        928.31        459.68      1.80014      1.45004     0.0540     0.3300     0.0540
     63        63       4       2319.41        928.31        488.47      1.93776      1.42857     0.0960     0.2620     0.0960
     63        63       5       2209.87        928.31        486.44      2.38035      1.76277     0.0420     0.1520     0.0420
     63        63       6       2114.90        928.31        531.19      2.33279      1.60996     0.0860     0.1900     0.0860
     63        63       7       2068.98        928.31        563.64      2.89893      1.49497     0.0260     0.1940     0.0260
     63        63       8       2079.18        928.31        523.16      3.09484      1.84749     0.0200     0.1320     0.0200
     63        63       9       2005.37        928.31        489.88      3.28742      2.16950     0.0080     0.0700     0.0080
     63        63      10       1945.10        928.31        463.53      3.53763      2.45510     0.0140     0.0580     0.0140
     63        63      11       1891.57        928.31        439.95      3.71596      2.72981     0.0120     0.0180     0.0120
     63        63      12       1871.22        928.31        641.17      3.09068      1.56738     0.0240     0.1440     0.0240
     63        63      13       1827.76        928.31        896.19      2.49108     -0.33625     0.1540     0.6900     0.1540
     64        64       3       1120.00         74.57        329.16      0.67919      2.52795     0.4700     0.0860     0.0860
     64        64       4       1060.21         74.57        493.82      0.48598      2.14593     0.6360     0.1520     0.1520
     64        64       5       1046.40         74.57        471.58      0.39588      2.41997     0.7680     0.0740     0.0740
     64        64       6       1013.28         74.57        425.17      0.39773      2.80840     0.7520     0.0240     0.0240
     64        64       7        982.97         74.57        470.16      0.67994      2.74473     0.6380     0.0280     0.0280
     64        64       8        955.90         74.57        533.68      0.45033      2.54658     0.7880     0.0300     0.0300
     64        64       9        920.86         74.57        656.64      0.85941      2.06476     0.5680     0.0860     0.0860
     64        64      10        923.22         74.57        620.57      0.87319      2.35620     0.6040     0.0360     0.0360
     64        64      11        908.46         74.57        598.02      0.82407      2.57897     0.6400     0.0160     0.0160
     64        64      12        892.47         74.57        643.91      1.14249      2.38842     0.4920     0.0220     0.0220
     64        64      13        870.80         74.57        617.10      1.21907      2.63503     0.4680     0.0220     0.0220
     65        65       3        926.40         59.00        848.87      1.71232      0.68645     0.0600     0.4820     0.0600
     65        65       4        934.81         59.00        714.72      2.09018      1.22625     0.0360     0.3160     0.0360
     65        65       5        901.76         59.00        644.09      2.54148      1.71404     0.0220     0.1840     0.0220
     65        65       6        881.34         59.00        578.30      2.90581      2.13974     0.0080     0.0940     0.0080
     65        65       7        880.13         59.00        535.49      3.27569      2.47840     0.0020     0.0560     0.0020
     65        65       8        858.64         59.00        664.92      3.14643      1.93043     0.0060     0.0900     0.0060
     65        65       9        854.10         59.00        653.02      3.55038      2.08454     0.0000     0.0660     0.0000
     65        65      10        856.90         59.00        616.33      3.79597      2.38030     0.0000     0.0300     0.0000
     65        65      11        845.13         59.00        584.72      3.99988      2.65757     0.0000     0.0160     0.0000
     65        65      12        880.05         59.00        664.62      3.86171      2.26180     0.0000     0.0460     0.0000
     65        65      13        859.21         59.00        755.50      3.65567      1.76110     0.0040     0.1200     0.0040
     66        66       3       1109.57         72.00        686.84      1.07489      1.11631     0.2140     0.4140     0.2140
     66        66       4       1061.11         72.00        570.97      1.22611      1.82473     0.2280     0.1660     0.1660
     66        66       5       1065.00         72.00        560.67      1.66757      2.01901     0.1260     0.1080     0.1080
